,Character,Message
13035,ELEEN,"No, no. It's there. The The pain is there."
13036,KIRK,"Good, but we need weapons just as much as we need water, Spock."
13037,SPOCK,There would seem to be little weapon potential at hand.
13038,KIRK,Follow me.
13039,MCCOY,"Easy, easy. I'm here. Now you must want the child!"
13040,ELEEN,"No. Here, child belongs to husband."
13041,MCCOY,"So they take all the credit here. Poppycock! Answer me. Do you want my help? Answer me. Do you want my help?  All right. Say to yourself, The child is mine. The child is mine. It is mine!"
13042,ELEEN,"Yes, it's yours."
13043,MCCOY,"No, no. You've got it all wrong."
13044,ELEEN,"Yes, McCoy. It's yours."
13045,MCCOY,"No. Say to yourself, The child is mine. It is mine. It is"
13046,SPOCK,"Fortunately, this bark has suitable tensile cohesion."
13047,KIRK,You mean it makes a good bowstring.
13048,SPOCK,I believe I said that.
13049,KIRK,"That's more like it. Since the Capellans never developed the bow, this may come as big a surprise as gunpowder was on Earth."
13050,MCCOY,"No, no, Mister Spock. You place this arm under here to support its back, and this hand here to support its head."
13051,SPOCK,"I would rather, I would rather not. Thank you."
13052,ELEEN,McCoy. Bring our child.
13053,KIRK,Our child?
13054,MCCOY,I'll explain later.
13055,SPOCK,That should prove very interesting.
13056,SCOTT,Mister Chekov?
13057,CHEKOV,Nothing.
13058,SCOTT,"We're turning back. Warp five, Helm."
13059,SULU,"Warp five, sir. On course for Capella Four."
13060,SCOTT,"Warp 6 as soon as she'll take it, Mister Sulu. The captain could be in trouble back there."
13061,UHURA,"Mister Scott, another distress call from the USS Carolina."
13062,SCOTT,Ignore it.
13063,UHURA,The Carolina is registered in this sector.
13064,SCOTT,"Ignore it, Lieutenant. Log it as my order, my responsibility."
13065,UHURA,"Aye, aye, sir."
13066,SULU,"Scotty, if it should turn out to be real"
13067,SCOTT,"There's an old, old saying on Earth, Mister Sulu. Fool me once, shame on you. Fool me twice, shame on me."
13068,CHEKOV,I know this saying. It was invented in Russia.
13069,MCCOY,Jim! Spock! Jim! Spock!
13070,KIRK,"What happened, Bones?"
13071,MCCOY,My patient spattered me with a rock. She's gone.
13072,SPOCK,The child?
13073,MCCOY,"It's all right. It's in there. I guess I'll forget psychiatry, stick with surgery. I really thought she'd learned to want it."
13074,SPOCK,"Virtue is a relative term, Doctor. She'll head straight to the warriors."
13075,MCCOY,I'll go with you.
13076,KIRK,"Bones, you took a medical oath long before you signed aboard my ship. That small patient in there needs you."
13077,SULU,"Thirty one minutes, sir."
13078,CHEKOV,"Mister Scott? Sensors picking up a vessel ahead, cutting across our path."
13079,SCOTT,Sub-light one half.
13080,SULU,"Reversing to sub-light, one half."
13081,CHEKOV,"It's an alien, sir. By configuration a Klingon warship. Taking position directly in our path."
13082,SCOTT,"Mister Sulu, sound battle stations."
13083,SULU,"Aye, aye, sir."
13084,UHURA,"This is the USS Enterprise calling unidentified Klingon vessel. Come in. USS Enterprise calling Klingon vessel. Acknowledge, please."
13085,SULU,"I have it on the viewscreen now, sir. Still distant. Holding a position dead ahead, sir."
13086,SCOTT,"Drawing a line, daring us to step over it."
13087,SULU,Still closing. The alien's directly in our line of flight.
13088,SCOTT,"This is the commander of the USS Enterprise. Identify yourself and your intention. Acknowledge. Close out the frequency, Lieutenant."
13089,SULU,"Phaser banks are ready, sir."
13090,SCOTT,"And we'll go right down their throat, if necessary. Let's see if they have the belly for it."
13091,KEEL,Behind the rocks up there.
13092,MAAB,The Earthmen make excellent game. Their cleverness has surprised me.
13093,KRAS,They must die. That is your law.
13094,MAAB,"We will honour our law, and our word to you, Klingon."
13095,KEEL,Maab.
13096,ELEEN,"The child is dead, Maab. Do as you will with me."
13097,KEEL,The Earthmen?
13098,ELEEN,Dead. I killed them as they slept.
13099,KRAS,"If true, take us to them."
13100,ELEEN,"Do you doubt my word, Klingon? I'm the wife of a teer. I will die in my own tent."
13101,MAAB,It is in order. She is the wife of a teer.  No!
13102,KRAS,"First, we'll verify her story."
13103,MAAB,"Is this what your sworn word means, Klingon?"
13104,KIRK,Spock. Spock!
13105,SPOCK,"Here, Captain. Over here, Captain.  Spock to Enterprise."
13106,KIRK,The cavalry doesn't come over the hill in the nick of time anymore.
13107,SPOCK,"If by that you mean we can't expect help from the Enterprise, I must agree."
13108,MAAB,Naam.
13109,KIRK,There's just one thing I want.
13110,SPOCK,The Klingon?
13111,KIRK,One of us must get him.
13112,SPOCK,"Revenge, Captain?"
13113,KIRK,Why not?
13114,KRAS,"The next man who raises a weapon destroys all of you. You and your primitive knives and your weapons, I'll teach you what killing really means."
13115,KIRK,Klingon!
13116,ELEEN,"Fight! Are you warriors or children? Maab, I will flee. When the Klingon turns to fire, I'll"
13117,MAAB,"As teer of the Ten Tribes, I give you back your life. Mine is now forfeit. Keel, stand ready."
13118,MAAB,Klingon!
13119,SCOTT,Hold it there. Drop your weapons.
13120,KIRK,"We missed you, Mister Scott."
13121,SCOTT,"Well sir, we had a wee bit of a run-in with a Klingon vessel, but he had no stomach for fighting. We checked the encampment, found out you were here, and had no trouble at all in tracking you down. I could"
13122,MCCOY,"No, that's not the way to handle it. Here, like this. Here, take his little head like that. There, arm in a. That's it. See how easy? Oochy-woochy coochy-coo. Oochy-woochy coochy-coo."
13123,SPOCK,"Oochy-woochy coochy-coo, Captain?"
13124,KIRK,"An obscure Earth dialect, Mister Spock. Oochy-woochy coochy-coo. If you're curious, consult linguistics."
13125,SPOCK,"Well, at any rate, this should prove interesting."
13126,KIRK,Interesting?
13127,SPOCK,When the woman starts explaining how the new high teer is actually Doctor McCoy's child.
13128,SCOTT,"What's that again, Mister Spock?"
13129,KIRK,"We don't actually understand it ourselves, Mister Scott."
13130,SPOCK,Nor does Doctor McCoy.
13131,UHURA,"Aye, aye, sir."
13132,SPOCK,The child's regent?
13133,KIRK,"Yes, Eleen. Remarkable young lady."
13134,MCCOY,"Representing the high teer, Leonard James Akaar."
13135,SPOCK,The child was named Leonard James Akaar?
13136,MCCOY,"Has a kind of a ring to it, don't you think, James?"
13137,KIRK,"Yes. I think it's a name destined to go down in galactic history, Leonard. What do you think, Spock?"
13138,SPOCK,"I think you're both going to be insufferably pleased with yourselves for at least a month, sir."
13139,KIRK,"Take us out of orbit, Mister Sulu. Ahead warp factor one."
13140,KIRK,Where is everyone?
13141,MCCOY,Perhaps they weren't expecting us.
13142,SPOCK,"Our arrival was scheduled well in advance, Doctor. The annual check of every scientific expedition is routine."
13143,KIRK,"I had a subspace contact with a Robert Johnson, the leader of this expedition, an hour ago."
13144,MCCOY,Did he report anything wrong?
13145,KIRK,"No, yet there was something wrong. I can't pin it down. His conversation was disjointed, his thoughts a little foggy, unrelated. Chekov, check that building. Mister Spock and I will check this one. The rest of you, take a look around. See if you can find anyone."
13146,CHEKOV,Captain! Captain! Captain! Captain!
13147,KIRK,What is it?
13148,CHEKOV,"A man, sir. In there. A dead man."
13149,KIRK,Well?
13150,MCCOY,Exactly what it looks like. Death by natural causes. Old age.
13151,SPOCK,"Quite impossible, Doctor. I ran a personnel check on this expedition before we beamed down. I assure you that none of them were"
13152,KIRK,I'm Captain Kirk of
13153,ROBERT,You'll have to speak louder.
13154,KIRK,I say I'm Captain Kirk of the USS Enterprise. Who are you?
13155,ROBERT,"I'm Robert Johnson. This is my wife, Elaine."
13156,KIRK,How old are you? How old are you?
13157,ROBERT,"I'm, er, let me see. I am twenty nine, and Elaine is"
13158,ELAINE,I'm twenty seven.
13159,ROBERT,"I can hear you. Not deaf yet, you know. Not yet."
13160,KIRK,Can you tell me what happened?
13161,ROBERT,What happened?
13162,KIRK,Did your instruments show anything?
13163,ROBERT,Elaine was so beautiful. So beautiful. So beautiful.
13164,MCCOY,"He can hear you, Jim, but he doesn't understand. Let's let him rest."
13165,KIRK,"If they seem lucid, I'll be in the briefing room."
13166,STOCKER,"I appreciate that, sir."
13167,KIRK,"Doctor Wallace, as an expert in endocrinology, I'd appreciate you working very closely Doctor McCoy."
13168,WALLACE,"Yes, Captain."
13169,KIRK,"Doctor McCoy, would you fill them in?"
13170,MCCOY,"The expedition is suffering from extreme old age, and they're growing older by the minute. Much older. My examinations have turned up absolutely nothing. In fact, I don't have a clue."
13171,KIRK,"What about the atmosphere and environment, Mister Spock?"
13172,SPOCK,Sensors reveal nothing which is inimical to human life. The atmosphere screens out the usual amount of harmful cosmic rays.
13173,KIRK,We're close to the neutral Zone between our Federation and the Romulan empire. It's possible the Romulans have a new weapon and are using this colony as guinea pigs.
13174,SPOCK,"I have already begun investigation into that possibility, Captain."
13175,KIRK,"Good. I want you all to check out everything in your own departments. No matter how remote, how far-fetched the notion, I want it run down. We'll stay in orbit until we have the answer."
13176,STOCKER,I'm sure you understand that I'm anxious to get to Starbase Ten to assume my new post.
13177,KIRK,"Yes, Commodore. We'll do everything we can to make sure you make your duty."
13178,STOCKER,"Thank you, sir."
13179,KIRK,"Doctor, is there something I can do for you?"
13180,WALLACE,"Well, be a little less the cool, efficient Captain and a little more the old friend."
13181,KIRK,How long has it been?
13182,WALLACE,"Six years, four months, and an odd number of days. You mean you don't know?"
13183,KIRK,"Well, it's been a long time. Things wouldn't change if it started all over again, would it? You have your job, I have my ship, and neither one of us will change."
13184,WALLACE,"You said it. I didn't. In all those years, I only heard from you once. A stargram when my husband died. You know, you never asked me why I got married after we called it off."
13185,KIRK,"Well, I supposed that you met someone you loved."
13186,WALLACE,I met a man I admired. A great man.
13187,KIRK,And in your field as you. You didn't give up a thing.
13188,WALLACE,No. Just you.
13189,UHURA,"Captain Kirk, Mister Spock would like to see you on the Bridge."
13190,KIRK,I'm on my way.
13191,KIRK,Maintain.
13192,SPOCK,"I've rechecked the sensors, Captain. Gamma Hydra Four checks out as a Class M planet with a conventional oxygen-nitrogen atmosphere and normal mass. I can find nothing at all out of the ordinary."
13193,KIRK,What about the comet that astrophysics reported?
13194,SPOCK,We're checking it on it. I've reached no conclusions as yet. The comet was a rogue and has never been investigated.
13195,STOCKER,Captain Kirk?
13196,KIRK,"Yes, Commodore."
13197,STOCKER,Facilities at Starbase Ten are much more complete than those on board ship. It seems to me that your investigations would be facilitated if we proceeded there. I assure you all co-operation.
13198,KIRK,"Thank you. You're anxious to get to the base, but we have a few facilities of our own here. I think the Enterprise will do quite nicely. I'll be in engineering, Mister Spock. Maintain standard orbit, Mister Sulu."
